               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,             0.02945,            0.018435,           0.0029003,             0.84526,             0.77929,             0.86571,             0.64995,             0.02678,           0.0088843,           0.0036905,             0.00703,             0.00703,             0.00703
                  92,             0.02866,             0.01719,           0.0032813,             0.81557,             0.80013,             0.86027,             0.63391,            0.027156,           0.0089081,           0.0039005,            0.006997,            0.006997,            0.006997
                  93,            0.028719,            0.017986,           0.0029745,             0.86963,             0.76669,             0.85689,             0.63629,            0.026976,           0.0089228,           0.0038502,            0.006964,            0.006964,            0.006964
                  94,            0.028579,            0.018251,           0.0032553,             0.86146,             0.78501,             0.86479,             0.64527,            0.026796,           0.0087878,           0.0035448,            0.006931,            0.006931,            0.006931
                  95,            0.028732,            0.018892,           0.0027733,             0.83972,             0.79761,             0.86767,             0.65926,            0.026619,           0.0088182,           0.0031147,            0.006898,            0.006898,            0.006898
                  96,             0.02873,            0.017713,           0.0028595,             0.82481,             0.80506,             0.86373,             0.64857,            0.026205,           0.0087057,           0.0026706,            0.006865,            0.006865,            0.006865
                  97,            0.028764,             0.01899,            0.003103,             0.82687,             0.80785,             0.87451,             0.65462,             0.02659,           0.0087449,           0.0030913,            0.006832,            0.006832,            0.006832
                  98,            0.028523,            0.017886,           0.0029542,             0.84175,             0.81644,             0.87992,             0.65342,            0.026449,           0.0085403,           0.0023492,            0.006799,            0.006799,            0.006799
                  99,            0.028473,            0.017044,           0.0027295,             0.84816,             0.77992,             0.85933,             0.64523,            0.026625,           0.0088012,           0.0033932,            0.006766,            0.006766,            0.006766
                 100,            0.028637,            0.017396,            0.002876,             0.83021,             0.82061,             0.87357,             0.65685,             0.02586,           0.0085152,           0.0031252,            0.006733,            0.006733,            0.006733
                 101,            0.028826,            0.018326,           0.0030802,              0.8504,             0.76847,             0.85349,             0.64465,            0.026494,           0.0087765,           0.0029457,              0.0067,              0.0067,              0.0067
                 102,             0.02881,            0.018909,           0.0031566,             0.82261,             0.82229,             0.86593,             0.64667,             0.02628,           0.0086986,           0.0030563,            0.006667,            0.006667,            0.006667
                 103,            0.028663,            0.017328,           0.0028654,             0.86066,             0.78126,             0.87152,             0.65376,            0.026427,           0.0085585,           0.0031462,            0.006634,            0.006634,            0.006634
                 104,            0.028179,            0.017427,           0.0031985,             0.83167,             0.80639,             0.87144,             0.65455,            0.026136,           0.0086478,           0.0029141,            0.006601,            0.006601,            0.006601
                 105,            0.028216,             0.01724,           0.0024768,             0.84195,             0.79795,             0.86786,              0.6511,            0.026571,           0.0086032,           0.0032613,            0.006568,            0.006568,            0.006568
                 106,            0.027481,             0.01673,           0.0027163,             0.82599,             0.79831,             0.86589,             0.65507,            0.026275,           0.0085928,           0.0034707,            0.006535,            0.006535,            0.006535
                 107,            0.027506,            0.016641,           0.0026331,             0.86514,             0.78696,              0.8684,              0.6497,            0.026543,           0.0085049,           0.0030801,            0.006502,            0.006502,            0.006502
                 108,            0.027655,            0.016908,           0.0026145,             0.85744,             0.77343,             0.86376,                0.65,            0.026182,           0.0086856,           0.0026151,            0.006469,            0.006469,            0.006469
                 109,            0.027938,            0.018644,           0.0028569,             0.84702,             0.81572,              0.8758,             0.65804,            0.025888,           0.0085288,           0.0028825,            0.006436,            0.006436,            0.006436
                 110,            0.027347,             0.01586,           0.0023252,             0.87763,             0.77684,             0.86785,             0.65455,            0.025938,           0.0085945,           0.0035914,            0.006403,            0.006403,            0.006403
                 111,            0.027526,            0.016784,           0.0027858,             0.86275,             0.79156,             0.87802,             0.66425,            0.025603,           0.0084551,           0.0027427,             0.00637,             0.00637,             0.00637
                 112,            0.027288,            0.015749,             0.00277,             0.81643,             0.81325,             0.86797,             0.65441,            0.026374,           0.0085586,           0.0027432,            0.006337,            0.006337,            0.006337
                 113,             0.02746,             0.01722,           0.0027827,             0.85034,              0.8119,             0.87527,             0.65997,             0.02592,           0.0084372,           0.0025312,            0.006304,            0.006304,            0.006304
                 114,            0.027441,             0.01763,           0.0026897,             0.84043,             0.81373,             0.87779,             0.66454,             0.02585,           0.0084864,           0.0027612,            0.006271,            0.006271,            0.006271
                 115,            0.027391,            0.016234,           0.0025136,             0.84051,             0.80873,             0.87331,             0.66553,            0.025773,           0.0085023,           0.0026522,            0.006238,            0.006238,            0.006238
                 116,            0.027641,            0.016773,           0.0025148,             0.85428,             0.80108,             0.87645,             0.66739,            0.025641,           0.0084734,           0.0027223,            0.006205,            0.006205,            0.006205
