               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.021085,            0.013722,           0.0020563,             0.88646,             0.84487,              0.9003,             0.72919,            0.021402,           0.0075192,           0.0023089,            0.007129,            0.007129,            0.007129
                  89,            0.020186,            0.012108,           0.0017279,             0.89097,              0.8415,             0.90213,             0.72985,            0.021022,           0.0077423,           0.0020992,            0.007096,            0.007096,            0.007096
                  90,            0.020476,            0.012281,           0.0017001,             0.88872,             0.84817,             0.91146,             0.73919,            0.021055,           0.0076631,           0.0019952,            0.007063,            0.007063,            0.007063
                  91,            0.020424,            0.012452,           0.0017525,              0.8845,             0.84638,              0.9063,             0.73409,            0.020963,           0.0072685,           0.0019532,             0.00703,             0.00703,             0.00703
                  92,            0.020754,            0.013822,           0.0020194,             0.86934,              0.8669,             0.90439,              0.7354,            0.021158,           0.0076014,           0.0021981,            0.006997,            0.006997,            0.006997
                  93,            0.020371,            0.012008,           0.0015962,             0.87446,             0.86047,             0.90964,             0.74086,            0.021372,           0.0075979,           0.0022066,            0.006964,            0.006964,            0.006964
                  94,            0.020545,            0.012077,           0.0018307,             0.89694,             0.83548,             0.90541,             0.73891,            0.021137,            0.007524,           0.0024646,            0.006931,            0.006931,            0.006931
                  95,            0.020222,            0.011991,           0.0017254,             0.89639,             0.84951,             0.91067,             0.74784,            0.020765,           0.0073783,           0.0022028,            0.006898,            0.006898,            0.006898
                  96,            0.020192,            0.012809,           0.0018283,             0.89797,             0.84686,              0.9023,             0.73928,            0.020946,           0.0076318,           0.0019886,            0.006865,            0.006865,            0.006865
                  97,             0.01991,            0.011895,           0.0016796,             0.90091,              0.8396,             0.90019,             0.74153,             0.02096,           0.0076402,           0.0023792,            0.006832,            0.006832,            0.006832
                  98,            0.020039,            0.012423,           0.0019503,             0.87941,             0.86683,             0.90933,             0.74858,             0.02087,           0.0074815,           0.0025193,            0.006799,            0.006799,            0.006799
                  99,            0.020192,            0.012017,           0.0018111,             0.89047,             0.84438,             0.90123,             0.73974,            0.020881,           0.0075472,           0.0022933,            0.006766,            0.006766,            0.006766
                 100,            0.019853,            0.011938,           0.0016724,             0.87932,             0.86469,             0.90849,             0.74488,            0.020724,           0.0074893,           0.0021203,            0.006733,            0.006733,            0.006733
                 101,            0.020155,            0.012191,           0.0016718,             0.90281,             0.85097,             0.90746,             0.74502,            0.020645,           0.0075457,           0.0018927,              0.0067,              0.0067,              0.0067
                 102,            0.019862,            0.012772,           0.0016885,             0.91081,             0.83687,             0.90312,             0.74215,            0.020521,           0.0074341,           0.0016683,            0.006667,            0.006667,            0.006667
                 103,            0.019596,            0.011747,           0.0016733,             0.90873,             0.83952,              0.8985,             0.74073,            0.020854,           0.0076469,           0.0023596,            0.006634,            0.006634,            0.006634
                 104,            0.019709,            0.012011,           0.0014414,             0.87627,             0.85064,             0.89681,             0.74041,            0.021012,           0.0077941,           0.0022479,            0.006601,            0.006601,            0.006601
                 105,            0.019287,            0.011508,           0.0014755,             0.87299,             0.84595,             0.90068,             0.74264,            0.020832,           0.0077501,           0.0021846,            0.006568,            0.006568,            0.006568
                 106,            0.019668,            0.012223,           0.0016286,             0.88602,             0.84772,             0.90142,             0.74129,            0.020823,           0.0076665,           0.0020154,            0.006535,            0.006535,            0.006535
                 107,            0.019643,            0.011916,            0.001705,             0.90893,             0.83874,             0.91014,             0.74574,            0.020921,           0.0074966,           0.0016367,            0.006502,            0.006502,            0.006502
                 108,            0.019823,            0.012427,           0.0016165,             0.89668,             0.84681,             0.90212,             0.74303,            0.020987,           0.0074076,           0.0022624,            0.006469,            0.006469,            0.006469
                 109,            0.019313,            0.011643,           0.0015414,             0.90118,             0.85133,             0.90788,             0.74805,            0.020972,           0.0074701,           0.0021102,            0.006436,            0.006436,            0.006436
                 110,            0.019734,            0.011756,           0.0014392,             0.87978,             0.86571,              0.9078,             0.74567,            0.021183,           0.0074347,           0.0023301,            0.006403,            0.006403,            0.006403
                 111,            0.019204,            0.012376,           0.0015797,             0.90797,             0.84313,             0.90459,             0.74594,            0.021211,           0.0074733,            0.002772,             0.00637,             0.00637,             0.00637
                 112,            0.018842,            0.010573,           0.0015054,             0.89594,             0.85557,             0.90825,             0.74222,            0.021094,           0.0075137,           0.0025864,            0.006337,            0.006337,            0.006337
                 113,            0.019102,            0.012207,           0.0015374,             0.88593,             0.87602,             0.91083,             0.74689,            0.020886,           0.0075228,           0.0022031,            0.006304,            0.006304,            0.006304
                 114,            0.019265,            0.011627,           0.0015354,             0.90541,             0.84003,             0.90684,             0.74485,            0.020408,           0.0075961,           0.0017625,            0.006271,            0.006271,            0.006271
                 115,            0.018632,            0.011736,           0.0014841,             0.90258,              0.8372,             0.90333,             0.74632,            0.020866,           0.0076295,           0.0018591,            0.006238,            0.006238,            0.006238
                 116,            0.019086,             0.01212,           0.0014115,             0.88114,              0.8624,             0.90176,             0.74538,            0.020787,           0.0075529,           0.0019101,            0.006205,            0.006205,            0.006205
                 117,            0.018978,            0.012032,           0.0014167,              0.8948,             0.85876,             0.90385,             0.74267,             0.02082,           0.0076205,           0.0017191,            0.006172,            0.006172,            0.006172
                 118,            0.019013,            0.011672,           0.0013727,             0.89247,             0.85306,             0.90043,             0.73647,            0.020989,           0.0075519,           0.0018077,            0.006139,            0.006139,            0.006139
                 119,            0.018747,            0.010869,           0.0014765,             0.90451,             0.85564,             0.90839,             0.74282,            0.020917,           0.0075111,           0.0019629,            0.006106,            0.006106,            0.006106
                 120,            0.018851,             0.01251,           0.0014774,             0.89237,             0.86528,               0.904,             0.74523,            0.020746,           0.0074914,           0.0021106,            0.006073,            0.006073,            0.006073
                 121,            0.018718,            0.011984,           0.0015018,             0.89623,             0.86266,             0.90604,             0.74631,            0.020676,            0.007655,           0.0020443,             0.00604,             0.00604,             0.00604
