               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.031661,             0.01951,           0.0044536,             0.78683,             0.77808,             0.83484,             0.60155,            0.028396,           0.0093825,           0.0032941,             0.00835,             0.00835,             0.00835
                  52,             0.03142,            0.020139,           0.0043814,             0.83767,             0.74935,             0.82945,             0.58497,            0.028402,           0.0096919,            0.004957,            0.008317,            0.008317,            0.008317
                  53,            0.030759,            0.018464,           0.0043241,             0.82311,             0.75004,             0.82345,             0.58936,             0.02864,           0.0094869,           0.0040892,            0.008284,            0.008284,            0.008284
                  54,            0.031267,            0.018584,           0.0042071,             0.80088,             0.78714,             0.84278,             0.60295,            0.028551,           0.0094197,           0.0033675,            0.008251,            0.008251,            0.008251
                  55,            0.031386,            0.021126,           0.0046157,             0.78924,             0.77624,             0.83547,             0.60148,            0.028504,           0.0097252,           0.0039442,            0.008218,            0.008218,            0.008218
                  56,            0.031119,            0.018233,            0.004586,             0.82888,             0.72303,              0.8239,             0.60029,            0.028301,           0.0096625,           0.0049666,            0.008185,            0.008185,            0.008185
                  57,            0.030518,            0.018685,           0.0043112,             0.83281,             0.73904,             0.82366,             0.60629,            0.027868,           0.0095858,           0.0037964,            0.008152,            0.008152,            0.008152
                  58,            0.030486,            0.017486,           0.0040699,             0.78564,             0.76511,             0.82677,             0.60588,            0.028089,           0.0094726,           0.0038154,            0.008119,            0.008119,            0.008119
                  59,            0.030804,            0.018538,           0.0041668,             0.83781,             0.74986,             0.83963,             0.61465,             0.02769,           0.0096156,           0.0041941,            0.008086,            0.008086,            0.008086
                  60,            0.030696,            0.018388,           0.0040337,             0.80367,             0.77524,             0.83815,             0.60935,            0.028137,           0.0096239,           0.0034407,            0.008053,            0.008053,            0.008053
                  61,            0.031104,            0.019492,           0.0044252,             0.85022,             0.73981,             0.82694,             0.60414,            0.028314,           0.0094736,           0.0040833,             0.00802,             0.00802,             0.00802
                  62,            0.030174,            0.017911,           0.0040134,             0.83426,             0.76788,             0.84223,              0.6196,            0.027806,           0.0092541,           0.0035044,            0.007987,            0.007987,            0.007987
                  63,            0.030388,            0.017828,           0.0036862,             0.82109,             0.76419,             0.84487,              0.6109,            0.027731,           0.0093727,            0.004239,            0.007954,            0.007954,            0.007954
                  64,            0.030346,            0.018964,            0.003758,             0.83913,             0.76624,             0.85317,             0.62959,            0.027534,           0.0092476,           0.0029647,            0.007921,            0.007921,            0.007921
                  65,            0.030749,            0.020561,           0.0039987,             0.86154,             0.76058,             0.84133,             0.61305,            0.027857,           0.0093472,           0.0037075,            0.007888,            0.007888,            0.007888
                  66,            0.030046,            0.019357,           0.0039339,             0.82958,             0.75625,             0.83958,             0.61376,             0.02794,           0.0094486,           0.0038975,            0.007855,            0.007855,            0.007855
                  67,            0.030331,            0.019113,           0.0040397,             0.81153,             0.78835,             0.84755,             0.61725,            0.027472,            0.009315,           0.0041855,            0.007822,            0.007822,            0.007822
                  68,            0.030109,            0.017834,           0.0036405,             0.82008,             0.79218,             0.85684,             0.62591,            0.027371,           0.0092281,           0.0032338,            0.007789,            0.007789,            0.007789
                  69,            0.030527,             0.01871,           0.0037784,             0.83387,             0.76692,              0.8474,             0.61635,            0.027281,           0.0093735,           0.0037788,            0.007756,            0.007756,            0.007756
                  70,             0.03002,            0.019527,           0.0039059,             0.84406,             0.73358,             0.83257,             0.60805,            0.028201,           0.0095462,           0.0045067,            0.007723,            0.007723,            0.007723
                  71,            0.030091,            0.019589,           0.0038345,             0.83024,             0.79112,             0.86258,             0.64367,            0.026704,           0.0091274,           0.0032452,             0.00769,             0.00769,             0.00769
                  72,            0.029983,              0.0196,           0.0036247,             0.84942,             0.76404,             0.85595,             0.62777,            0.026905,           0.0089981,           0.0033685,            0.007657,            0.007657,            0.007657
                  73,            0.029283,            0.016834,           0.0034537,             0.82745,             0.77061,             0.85269,             0.62702,            0.027365,           0.0091911,            0.003161,            0.007624,            0.007624,            0.007624
                  74,             0.02951,            0.018184,           0.0038689,             0.84856,             0.78257,             0.85189,             0.62198,            0.027389,            0.009167,           0.0037005,            0.007591,            0.007591,            0.007591
                  75,            0.029372,            0.018536,           0.0034927,              0.8647,             0.76718,             0.86052,             0.63637,            0.026978,           0.0089307,           0.0028399,            0.007558,            0.007558,            0.007558
                  76,            0.029592,            0.018852,           0.0041374,             0.83806,             0.77097,             0.85504,             0.62963,            0.026855,           0.0092111,           0.0036558,            0.007525,            0.007525,            0.007525
                  77,            0.029735,            0.019299,           0.0038147,             0.84196,             0.78943,             0.85575,             0.63111,            0.026885,           0.0091301,           0.0033885,            0.007492,            0.007492,            0.007492
                  78,            0.029187,            0.018395,           0.0035352,             0.82092,             0.79957,             0.86261,              0.6383,            0.026349,            0.009017,           0.0025839,            0.007459,            0.007459,            0.007459
                  79,             0.02967,            0.018831,            0.003702,              0.8849,             0.77298,             0.86975,             0.63858,            0.026694,            0.008903,           0.0033577,            0.007426,            0.007426,            0.007426
                  80,              0.0295,            0.019051,           0.0034303,              0.8401,              0.7775,             0.86693,             0.64378,            0.026561,           0.0090728,           0.0032927,            0.007393,            0.007393,            0.007393
