               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.030586,            0.019981,           0.0040887,             0.82991,             0.78572,             0.85165,             0.61812,            0.027672,           0.0089345,           0.0031788,             0.00769,             0.00769,             0.00769
                  72,            0.030329,            0.018159,           0.0040695,             0.83887,              0.7883,             0.86057,             0.62847,            0.026936,           0.0089062,           0.0035028,            0.007657,            0.007657,            0.007657
                  73,            0.029831,             0.01741,           0.0035967,             0.87479,             0.77654,              0.8687,             0.63137,            0.027378,           0.0090156,           0.0035614,            0.007624,            0.007624,            0.007624
                  74,            0.030326,            0.018505,           0.0038903,             0.82934,             0.80831,              0.8674,             0.64702,            0.026655,           0.0087923,           0.0024348,            0.007591,            0.007591,            0.007591
                  75,            0.030704,             0.01877,           0.0038721,             0.87243,             0.76255,             0.85603,             0.62801,            0.027493,           0.0089401,           0.0036284,            0.007558,            0.007558,            0.007558
                  76,                0.03,            0.019722,           0.0036414,             0.84187,             0.78636,             0.86374,             0.63911,            0.026993,            0.008748,           0.0034013,            0.007525,            0.007525,            0.007525
                  77,            0.029883,            0.018573,           0.0036465,             0.85711,             0.76568,              0.8543,             0.63491,            0.027066,           0.0089792,           0.0029279,            0.007492,            0.007492,            0.007492
                  78,            0.029902,            0.018513,           0.0033096,             0.79817,             0.79039,             0.85117,             0.64186,            0.026982,           0.0090652,           0.0034126,            0.007459,            0.007459,            0.007459
                  79,            0.029468,            0.018308,            0.003841,             0.84085,              0.7855,             0.85225,             0.62903,             0.02701,           0.0092505,           0.0029175,            0.007426,            0.007426,            0.007426
                  80,            0.029148,            0.017796,           0.0035716,             0.80798,             0.79979,             0.84789,             0.62895,            0.027105,           0.0090749,            0.002796,            0.007393,            0.007393,            0.007393
                  81,            0.029222,            0.018262,           0.0032234,             0.86318,             0.77507,             0.86155,             0.64153,            0.026643,           0.0089256,           0.0033378,             0.00736,             0.00736,             0.00736
                  82,            0.029764,            0.019036,           0.0036014,              0.8367,             0.80112,             0.86635,             0.65021,             0.02675,           0.0088463,            0.002833,            0.007327,            0.007327,            0.007327
                  83,            0.029192,            0.017395,           0.0034717,             0.85061,             0.79366,              0.8691,             0.64978,            0.026641,           0.0087518,           0.0031085,            0.007294,            0.007294,            0.007294
                  84,            0.029409,            0.018563,           0.0033066,             0.87406,             0.77359,             0.86565,             0.64714,            0.026787,            0.008825,           0.0033112,            0.007261,            0.007261,            0.007261
                  85,            0.029639,            0.019153,           0.0036372,             0.86059,             0.78996,             0.87049,             0.65271,            0.026814,           0.0085924,           0.0029697,            0.007228,            0.007228,            0.007228
                  86,            0.029118,            0.018954,           0.0037058,             0.87003,             0.79045,             0.86853,             0.64905,            0.027026,           0.0085867,           0.0033603,            0.007195,            0.007195,            0.007195
                  87,            0.028878,            0.017475,            0.003229,             0.86803,             0.77556,             0.86425,             0.64528,            0.026724,           0.0087695,           0.0031841,            0.007162,            0.007162,            0.007162
                  88,            0.029371,            0.019406,           0.0032662,             0.81963,             0.81157,             0.86266,             0.64865,            0.026746,            0.008806,           0.0032937,            0.007129,            0.007129,            0.007129
                  89,            0.029456,            0.018168,           0.0037548,             0.86027,             0.77827,             0.86501,             0.64169,            0.026711,           0.0088075,           0.0030375,            0.007096,            0.007096,            0.007096
                  90,            0.029211,            0.017213,            0.003441,             0.86226,             0.76338,             0.86118,             0.64735,             0.02695,           0.0088826,           0.0039482,            0.007063,            0.007063,            0.007063
                  91,            0.028924,            0.017622,           0.0032322,             0.87461,             0.76122,             0.85984,             0.64149,            0.026782,           0.0088152,           0.0028167,             0.00703,             0.00703,             0.00703
                  92,             0.02908,            0.019095,           0.0033825,             0.83605,             0.79523,             0.85607,              0.6365,            0.026763,            0.008828,            0.003394,            0.006997,            0.006997,            0.006997
                  93,            0.028882,             0.01815,           0.0031273,             0.86049,              0.7995,             0.86439,             0.64912,            0.026576,           0.0086923,           0.0032418,            0.006964,            0.006964,            0.006964
                  94,            0.028718,            0.017212,           0.0030576,             0.85688,             0.80633,             0.87083,             0.65728,            0.026178,           0.0086399,           0.0030428,            0.006931,            0.006931,            0.006931
                  95,            0.028363,            0.017418,           0.0029011,             0.84371,             0.80511,             0.87539,             0.66331,            0.026082,           0.0086545,           0.0027715,            0.006898,            0.006898,            0.006898
                  96,            0.028228,            0.017451,           0.0029927,             0.81893,              0.8228,             0.87579,             0.65595,            0.026065,           0.0085957,           0.0025292,            0.006865,            0.006865,            0.006865
                  97,            0.027974,            0.016631,           0.0029445,             0.84736,             0.81565,             0.87225,             0.65382,            0.026326,           0.0086748,           0.0027964,            0.006832,            0.006832,            0.006832
                  98,            0.028294,            0.017192,           0.0029502,              0.8557,             0.80376,             0.87064,             0.65726,             0.02629,           0.0086594,           0.0024171,            0.006799,            0.006799,            0.006799
